Time,Action,Indoor_Temperature,Ambient_Temperature,Solar_Radiation,Set_Heat_Temperature,Set_Cool_Temperature,Cop,Heat_Pump_Power,Emission_circuit_pump_electrical_power,Electrical_power_heat_pump_evaporator_fan,Occupants,Occupancy_Gain,reaQHeaPumEva_y,Q_Heat_Pump,reaQHeaPumCon_y,Price,Energy cost,Thermal discomfort
16.041666666666668,0.0,21.05990632521764,1.6000000000000227,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.2486,1.5731599131239184e-05,0.0
16.083333333333332,0.0,20.59153697649299,1.6000000000000227,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.2466,1.5731599131239184e-05,0.17768446620085712
16.125,0.0,20.14790265508219,1.3000000000000114,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.2469,1.5731599131239184e-05,0.809890827631389
16.166666666666668,0.0,19.717696926912367,0.6999999999999886,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.23555,1.5731599131239184e-05,1.8795482718952812
16.208333333333332,0.0,19.35588238364278,0.6999999999999886,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.23876,1.5731599131239184e-05,3.3477521873687666
16.25,0.0,19.039884257880033,0.6999999999999886,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.2486,1.5731599131239184e-05,5.153416210975183
16.291666666666668,0.0,18.75357194192395,0.6999999999999886,0.0,15.0,30.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.25514,1.5731599131239184e-05,7.2579318383322065
16.333333333333332,0.0,18.410388100658906,0.8999999999999773,0.0,15.0,30.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.26408,1.5731599131239184e-05,7.826595675291863
16.375,0.0,18.143441636156695,1.0,0.0,15.0,30.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.27255,1.5731599131239184e-05,7.826595675291863
16.416666666666668,0.0,17.89879454249086,1.0,10.896727467811159,15.0,30.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.2701,1.5731599131239184e-05,7.826595675291863
16.458333333333332,0.0,17.8104444975437,1.0,136.20046003218886,15.0,30.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.27441,1.5731599131239184e-05,7.826595675291863
16.5,0.0,18.03790984185798,1.6000000000000227,118.90281250000001,15.0,30.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.26597,1.5731599131239184e-05,7.826595675291863
16.541666666666668,0.0,17.798102970931154,2.1000000000000227,0.0,15.0,30.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.25961,1.5731599131239184e-05,7.826595675291863
16.583333333333332,1.0,18.19931486318967,2.3000000000000114,0.0,15.0,30.0,3.736953302631654,3034.5246282538737,20.498644281163177,510.20408163265313,0,0,-8305.35220328511,10776.402601637812,11339.876831470407,0.25627,0.004726079406329251,7.826595675291863
16.625,0.0,18.298938130759893,1.8999999999999773,0.0,15.0,30.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.25693,0.004745958195324854,7.826595675291863
16.666666666666668,0.0,18.058851404543816,2.0,0.0,15.0,30.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.25775,0.004745958195324854,7.826595675291863
16.708333333333332,0.0,17.887764496807108,1.8999999999999773,0.0,15.0,30.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.25932,0.004745958195324854,7.826595675291863
16.75,1.0,18.084114647928402,2.1999999999999886,0.0,15.0,30.0,3.7199942503812027,3034.952109108591,20.498644281163177,510.20408163265313,0,0,-8255.052286944629,10724.877471067512,11290.004396066262,0.27572,0.009783573037607348,7.826595675291863
16.791666666666668,1.0,18.586454686958632,2.3999999999999773,0.0,15.0,30.0,3.604638841541244,3103.4604387756235,20.498644281163177,510.20408163265313,0,0,-8083.393601951486,10819.522958295716,11186.854040797243,0.25844,0.014632394680239124,7.826595675291863
16.833333333333332,0.0,18.56289879558574,2.1000000000000227,0.0,21.0,24.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7259808266484857e-12,0.26073,0.014652957530064598,7.836750263643589
16.875,0.0,18.211773077706994,1.1000000000000227,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.25326,0.014652957530064598,10.422708313026536
16.916666666666668,0.0,17.829964474853114,0.8000000000000114,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.25106,0.014652957530064598,13.40566890545243
16.958333333333332,0.0,17.47990718667512,0.5,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.2474,0.014652957530064598,16.752831478105936
17.0,0.0,17.168724403559224,0.5,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.25371,0.014652957530064598,20.43286946589153
17.041666666666668,0.0,16.920047194281665,1.1000000000000227,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.265,0.014652957530064598,24.3935390750258
17.083333333333332,0.0,16.685963896181647,1.1000000000000227,0.0,21.0,24.0,1.0,0.0,0.0,0.0,5,219,0.0,0.0,-1.7259808266484857e-12,0.26047,0.014652957530064598,28.590955459554248
