Time,Action,Indoor_Temperature,Ambient_Temperature,Solar_Radiation,Set_Heat_Temperature,Set_Cool_Temperature,Cop,Heat_Pump_Power,Emission_circuit_pump_electrical_power,Electrical_power_heat_pump_evaporator_fan,Occupants,Occupancy_Gain,reaQHeaPumEva_y,Q_Heat_Pump,reaQHeaPumCon_y,Price,Energy cost,Thermal discomfort
16.041666666666668,0.5280688178545313,21.40640845131327,1.6000000000000227,0.0,21.0,24.0,2.9877893038791896,2174.3120917688634,20.498644281163177,510.20408163265313,5,219,-4322.074319248737,6604.990554836167,6496.386411082197,0.2486,0.0036345060358537965,0.0
16.083333333333332,0.4636212874787908,21.415720857993108,1.6000000000000227,0.0,21.0,24.0,2.8995500622271786,2035.5756901940044,20.498644281163177,510.20408163265313,5,219,-3866.6779290155173,6016.774857815315,5902.253619170157,0.2466,0.00700923682257383,0.0
16.125,0.4424268162466631,21.363531874528917,1.3000000000000114,0.0,21.0,24.0,2.854493082744952,1982.863435130807,20.498644281163177,510.20408163265313,5,219,-3677.2065245413332,5752.743660146658,5660.0699596087825,0.2469,0.01026444401203434,0.0
16.166666666666668,0.47044015759368,21.26518229768294,0.6999999999999886,0.0,21.0,24.0,2.8723740618086806,2027.1966368797393,20.498644281163177,510.20408163265313,5,219,-3795.670401096768,5871.4031464655145,5822.867037959154,0.23555,0.013368580737139186,0.0
16.208333333333332,0.49388333304830023,21.21073253233152,0.6999999999999886,0.0,21.0,24.0,2.9156067320204335,2073.0873872963516,20.498644281163177,510.20408163265313,5,219,-3971.2201551551175,6071.024396890521,6044.307542467895,0.23876,0.016581042145286686,0.0
16.25,0.5065188362234598,21.1906013630001,0.6999999999999886,0.0,21.0,24.0,2.9366282134868613,2098.240044091953,20.498644281163177,510.20408163265313,5,219,-4063.510868014634,6182.197205786064,6161.750912148345,0.2486,0.019972097347822047,0.0
16.291666666666668,0.09036961628659905,21.18878682336856,0.6999999999999886,0.0,15.0,30.0,1.568762211178315,1273.843904779034,20.498644281163177,510.20408163265313,5,219,-724.5142759908514,6216.0452367153375,1998.3581807571761,0.25514,0.023466255645830665,0.0
16.333333333333332,0.08495982451673538,20.940911670443484,0.8999999999999773,0.0,15.0,30.0,1.6133466079020167,1257.405970874427,20.498644281163177,510.20408163265313,5,219,-771.2256869715688,2312.2400540531976,2028.631657865999,0.26408,0.025911821410344794,0.0
16.375,0.1775772398251543,20.65440556836529,1.0,0.0,15.0,30.0,2.1215278524444448,1432.1952609474458,20.498644281163177,510.20408163265313,0,0,-1606.2468752796228,3132.1231438953128,3038.4421362389457,0.27255,0.02856301177733906,0.0
16.416666666666668,0.28218473525442866,20.459893916394435,1.0,10.896727467811159,15.0,30.0,2.5339156153666096,1631.1678561030124,20.498644281163177,510.20408163265313,0,0,-2502.0738457675116,4131.154269314494,4133.241701863498,0.2701,0.03147208858054042,0.0
16.458333333333332,0.26629166859556347,20.50820096844012,1.0,136.20046003218886,15.0,30.0,2.4770670038013214,1601.2187688068739,20.498644281163177,510.20408163265313,0,0,-2365.1074093220577,4035.890578436782,3966.326178078884,0.27441,0.03459576760836282,0.0
16.5,0.015202182679235109,20.83612257958015,1.6000000000000227,118.90281250000001,15.0,30.0,1.1312987462759239,1123.63022700651,20.498644281163177,510.20408163265313,0,0,-147.53124013736615,1493.3949693331858,1271.1614670901965,0.26597,0.0371936914446939,0.0
16.541666666666668,0.126761009162081,20.558759518550232,2.1000000000000227,0.0,15.0,30.0,1.9250743962357793,1336.3016114829575,20.498644281163177,510.20408163265313,0,0,-1236.1784064206392,2594.8850068393003,2572.480017914453,0.25961,0.0395475062865997,0.0
16.583333333333332,0.23573286743727723,20.393504826881212,2.3000000000000114,0.0,15.0,30.0,2.462245092684526,1547.224571154791,20.498644281163177,510.20408163265313,0,0,-2262.4215363682947,3760.8667522431247,3809.6461076068044,0.25627,0.04218974131423916,0.0
16.625,0.3040811351128185,20.341757046427574,1.8999999999999773,0.0,15.0,30.0,2.678046620858583,1677.6235055068837,20.498644281163177,510.20408163265313,0,0,-2815.1304544646564,4429.983058290319,4492.75395999564,0.25693,0.04506361441536733,0.0
16.666666666666668,0.33990277683027204,20.35241071557823,2.0,0.0,15.0,30.0,2.7827416236459626,1751.1245461693863,20.498644281163177,510.20408163265313,0,0,-3121.8026166492527,4817.670081277107,4872.927162813698,0.25775,0.048083345241984425,0.0
16.708333333333332,0.29850443572128493,20.46472162443854,1.8999999999999773,0.0,15.0,30.0,2.642701454029979,1671.155131985331,20.498644281163177,510.20408163265313,0,0,-2745.2089651461306,4436.494286201466,4416.364097207296,0.25932,0.05112706157790151,0.0
16.75,0.37606091616163895,20.36983952484536,2.1999999999999886,0.0,15.0,30.0,2.8810703505226516,1828.2024775779214,20.498644281163177,510.20408163265313,0,0,-3438.977475365592,5186.939633635316,5267.179952901802,0.27572,0.054382104704822236,0.0
