Time,Action,Indoor_Temperature,Ambient_Temperature,Solar_Radiation,Set_Heat_Temperature,Set_Cool_Temperature,Cop,Heat_Pump_Power,Emission_circuit_pump_electrical_power,Electrical_power_heat_pump_evaporator_fan,Occupants,Occupancy_Gain,reaQHeaPumEva_y,Q_Heat_Pump,reaQHeaPumCon_y
31.0,0,20.981070666870778,1.3000000000000114,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.041666666666668,0,20.512005740788823,1.5,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.083333333333332,0,20.099907206582543,1.6000000000000227,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.125,0,19.739754929522633,1.8999999999999773,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.166666666666668,0,19.420858703723184,2.1000000000000227,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.208333333333332,0,19.14884874128785,2.3999999999999773,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.25,0,18.898900096617353,2.6000000000000227,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.291666666666668,0,18.66961419543003,2.8000000000000114,0.0,15.0,30.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.333333333333332,0,18.38268289540929,3.1000000000000227,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.375,0,18.176355469997702,3.5,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.416666666666668,0,17.985233758523577,3.6999999999999886,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.458333333333332,0,17.825226639279776,3.8999999999999773,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.5,0,17.721159961409512,4.600000000000023,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.541666666666668,0,17.658927812471006,5.300000000000011,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.583333333333332,0,17.577484011673448,5.300000000000011,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.625,0,17.483906922057372,5.399999999999977,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.666666666666668,0,17.420511943478402,5.399999999999977,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.708333333333332,0,17.378047449059352,5.5,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.75,0,17.20116949828389,5.600000000000023,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.791666666666668,0,17.010129110668686,5.699999999999989,0.0,15.0,30.0,1,0,0,0,0,0,0,0,-1.7259808266484857e-12
31.833333333333332,0,16.84383604793652,5.600000000000023,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.875,0,16.778844264809663,5.800000000000011,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.916666666666668,0,16.651401710626374,5.600000000000023,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
31.958333333333332,0,16.530528805374217,5.699999999999989,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
32.0,0,16.396426586914117,5.399999999999977,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
32.041666666666664,0,16.265375386287474,5.300000000000011,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
32.083333333333336,0,16.155877195269227,5.699999999999989,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
32.125,0,16.0363851953565,5.5,0.0,21.0,24.0,1,0,0,0,5,219,0,0,-1.7259808266484857e-12
