,reaTZon_y,reaTSetHea_y,reaTSetCoo_y,oveHeaPumY_u,weaSta_reaWeaTDryBul_y,weaSta_reaWeaHDirNor_y,cost_tot,tdist_tot
9417630.0,296.16282268904365,294.15,297.15,0.0,284.24666666666667,0.0,0.0,0.0
9417690.0,296.1591133174281,294.15,297.15,0.0,284.23999999999995,0.0,0.0,0.0
9417750.0,296.15540676301487,294.15,297.15,0.0,284.2333333333333,0.0,0.0,0.0
9417810.0,296.15170299002267,294.15,297.15,0.0,284.22666666666663,0.0,0.0,0.0
9417870.0,296.1480019661622,294.15,297.15,0.0,284.21999999999997,0.0,0.0,0.0
9417930.0,296.1443036622028,294.15,297.15,0.0,284.2133333333333,0.0,0.0,0.0
9417990.0,296.14060805157675,294.15,297.15,0.0,284.20666666666665,0.0,0.0,0.0
9418050.0,296.1369151100215,294.15,297.15,0.0,284.2,0.0,0.0,0.0
9418110.0,296.133224815258,294.15,297.15,0.0,284.1933333333333,0.0,0.0,0.0
9418170.0,296.1295371467035,294.15,297.15,0.0,284.18666666666667,0.0,0.0,0.0
9418230.0,296.1258520852165,294.15,297.15,0.0,284.17999999999995,0.0,0.0,0.0
9418290.0,296.12216961281695,294.15,297.15,0.0,284.1733333333333,0.0,0.0,0.0
9418350.0,296.1184897127134,294.15,297.15,0.0,284.16666666666663,0.0,0.0,0.0
9418410.0,296.11481236877967,294.15,297.15,0.0,284.15999999999997,0.0,0.0,0.0
9418470.0,296.1111375656445,294.15,297.15,0.0,284.1533333333333,0.0,0.0,0.0
9418530.0,296.1074652884978,294.15,297.15,0.0,284.14666666666665,0.0,0.0,0.0
9418590.0,296.10379552297576,294.15,297.15,0.0,284.14,0.0,0.0,0.0
9418650.0,296.1001282550626,294.15,297.15,0.0,284.1333333333333,0.0,0.0,0.0
9418710.0,296.09646347100465,294.15,297.15,0.0,284.12666666666667,0.0,0.0,0.0
9418770.0,296.0928011572376,294.15,297.15,0.0,284.12,0.0,0.0,0.0
9418830.0,296.08914130022106,294.15,297.15,0.0,284.1133333333333,0.0,0.0,0.0
9418890.0,296.0854838868049,294.15,297.15,0.0,284.1066666666666,0.0,0.0,0.0
9418950.0,296.0818289035309,294.15,297.15,0.0,284.09999999999997,0.0,0.0,0.0
9419010.0,296.07817633704286,294.15,297.15,0.0,284.0933333333333,0.0,0.0,0.0
9419070.0,296.0745261739364,294.15,297.15,0.0,284.08666666666664,0.0,0.0,0.0
9419130.0,296.0708784007302,294.15,297.15,0.0,284.08,0.0,0.0,0.0
9419190.0,296.0672330038404,294.15,297.15,0.0,284.0733333333333,0.0,0.0,0.0
9419250.0,296.06358996956044,294.15,297.15,0.0,284.06666666666666,0.0,0.0,0.0
9419310.0,296.05994928404255,294.15,297.15,0.0,284.06,0.0,0.0,0.0
9419370.0,296.0563109332824,294.15,297.15,0.0,284.0533333333333,0.0,0.0,0.0
9419430.0,296.0526749029556,294.15,297.15,0.0,284.0466666666666,0.0,0.0,0.0
9419490.0,296.04904117873934,294.15,297.15,0.0,284.03999999999996,0.0,0.0,0.0
9419550.0,296.0454097462476,294.15,297.15,0.0,284.0333333333333,0.0,0.0,0.0
9419610.0,296.0417805907347,294.15,297.15,0.0,284.02666666666664,0.0,0.0,0.0
9419670.0,296.0381536972503,294.15,297.15,0.0,284.02,0.0,0.0,0.0
9419730.0,296.03452905063466,294.15,297.15,0.0,284.0133333333333,0.0,0.0,0.0
9419790.0,296.03090663551365,294.15,297.15,0.0,284.00666666666666,0.0,0.0,0.0
9419850.0,296.0272864362949,294.15,297.15,0.0,284.0,0.0,0.0,0.0
9419910.0,296.0236684371646,294.15,297.15,0.0,283.9933333333333,0.0,0.0,0.0
9419970.0,296.02005262208445,294.15,297.15,0.0,283.9866666666666,0.0,0.0,0.0
9420030.0,296.01643897479005,294.15,297.15,0.0,283.97999999999996,0.0,0.0,0.0
9420090.0,296.0128274787885,294.15,297.15,0.0,283.9733333333333,0.0,0.0,0.0
9420150.0,296.0092181173574,294.15,297.15,0.0,283.96666666666664,0.0,0.0,0.0
9420210.0,296.00561087354413,294.15,297.15,0.0,283.96,0.0,0.0,0.0
9420270.0,296.0020057301645,294.15,297.15,0.0,283.9533333333333,0.0,0.0,0.0
9420330.0,295.99840266980294,294.15,297.15,0.0,283.94666666666666,0.0,0.0,0.0
9420390.0,295.99480167481227,294.15,297.15,0.0,283.94,0.0,0.0,0.0
9420450.0,295.9912027273135,294.15,297.15,0.0,283.93333333333334,0.0,0.0,0.0
9420510.0,295.9876058091965,294.15,297.15,0.0,283.9266666666666,0.0,0.0,0.0
9420570.0,295.98401090212025,294.15,297.15,0.0,283.91999999999996,0.0,0.0,0.0
9420630.0,295.98041798751353,294.15,297.15,0.0,283.9133333333333,0.0,0.0,0.0
9420690.0,295.97682704657575,294.15,297.15,0.0,283.90666666666664,0.0,0.0,0.0
9420750.0,295.973238060278,294.15,297.15,0.0,283.9,0.0,0.0,0.0
9420810.0,295.9696510093639,294.15,297.15,0.0,283.8933333333333,0.0,0.0,0.0
9420870.0,295.9660658743509,294.15,297.15,0.0,283.88666666666666,0.0,0.0,0.0
9420930.0,295.96248263553156,294.15,297.15,0.0,283.88,0.0,0.0,0.0
9420990.0,295.958901272975,294.15,297.15,0.0,283.87333333333333,0.0,0.0,0.0
9421050.0,295.9553217665284,294.15,297.15,0.0,283.8666666666666,0.0,0.0,0.0
9421110.0,295.95174409581836,294.15,297.15,0.0,283.85999999999996,0.0,0.0,0.0
9421170.0,295.9481682402526,294.15,297.15,0.0,283.8533333333333,0.0,0.0,0.0
9421230.0,295.9445940912243,294.15,297.15,0.0,283.84662104166665,0.0,0.0,0.0
9421290.0,295.94102071215406,294.15,297.15,0.0,283.83959312499996,0.0,0.0,0.0
9421350.0,295.9374469229166,294.15,297.15,0.0,283.83221354166665,0.0,0.0,0.0
9421410.0,295.933871749793,294.15,297.15,0.0,283.8244922916666,0.0,0.0,0.0
9421470.0,295.93029439054476,294.15,297.15,0.0,283.81643937499996,0.0,0.0,0.0
9421530.0,295.92671418402915,294.15,297.15,0.0,283.80806479166665,0.0,0.0,0.0
9421590.0,295.9231305843073,294.15,297.15,0.0,283.79937854166667,0.0,0.0,0.0
9421650.0,295.91954313886924,294.15,297.15,0.0,283.790390625,0.0,0.0,0.0
9421710.0,295.9159514705169,294.15,297.15,0.0,283.78111104166663,0.0,0.0,0.0
9421770.0,295.91235526242815,294.15,297.15,0.0,283.77154979166664,0.0,0.0,0.0
9421830.0,295.90875424598937,294.15,297.15,0.0,283.761716875,0.0,0.0,0.0
9421890.0,295.905148190741,294.15,297.15,0.0,283.75162229166665,0.0,0.0,0.0
9421950.0,295.90153689666045,294.15,297.15,0.0,283.74127604166665,0.0,0.0,0.0
9422010.0,295.89792018769407,294.15,297.15,0.0,283.730688125,0.0,0.0,0.0
9422070.0,295.8942979068085,294.15,297.15,0.0,283.71986854166664,0.0,0.0,0.0
9422130.0,295.890669912114,294.15,297.15,0.0,283.70882729166664,0.0,0.0,0.0
9422190.0,295.8870360738917,294.15,297.15,0.0,283.697574375,0.0,0.0,0.0
9422250.0,295.8833962723531,294.15,297.15,0.0,283.68611979166667,0.0,0.0,0.0
9422310.0,295.87975039598894,294.15,297.15,0.0,283.67447354166666,0.0,0.0,0.0
9422370.0,295.8760983403871,294.15,297.15,0.0,283.662645625,0.0,0.0,0.0
9422430.0,295.8724400075323,294.15,297.15,0.0,283.6506460416666,0.0,0.0,0.0
9422490.0,295.86877530486277,294.15,297.15,0.0,283.63848479166666,0.0,0.0,0.0
9422550.0,295.8651041455122,294.15,297.15,0.0,283.62617187499995,0.0,0.0,0.0
9422610.0,295.86142644786673,294.15,297.15,0.0,283.61371729166666,0.0,0.0,0.0
9422670.0,295.85774213559614,294.15,297.15,0.0,283.60113104166663,0.0,0.0,0.0
9422730.0,295.8540511377051,294.15,297.15,0.0,283.58842312499996,0.0,0.0,0.0
9422790.0,295.8503533886376,294.15,297.15,0.0,283.5756035416666,0.0,0.0,0.0
9422850.0,295.84664882841116,294.15,297.15,0.0,283.56268229166665,0.0,0.0,0.0
9422910.0,295.8429374027621,294.15,297.15,0.0,283.54966937499995,0.0,0.0,0.0
9422970.0,295.83921906329067,294.15,297.15,0.0,283.5365747916666,0.0,0.0,0.0
9423030.0,295.83549376775716,294.15,297.15,0.0,283.52340854166664,0.0,0.0,0.0
9423090.0,295.8317614800096,294.15,297.15,0.0,283.510180625,0.0,0.0,0.0
9423150.0,295.8280221697809,294.15,297.15,0.0,283.49690104166666,0.0,0.0,0.0
9423210.0,295.8242758131935,294.15,297.15,0.0,283.48357979166667,0.0,0.0,0.0
9423270.0,295.8205223927303,294.15,297.15,0.0,283.470226875,0.0,0.0,0.0
9423330.0,295.8167618972893,294.15,297.15,0.0,283.4568522916666,0.0,0.0,0.0
9423390.0,295.81299432222215,294.15,297.15,0.0,283.4434660416666,0.0,0.0,0.0
9423450.0,295.80921966936546,294.15,297.15,0.0,283.43007812499997,0.0,0.0,0.0
9423510.0,295.80543794707114,294.15,297.15,0.0,283.4166985416666,0.0,0.0,0.0
9423570.0,295.8016491702439,294.15,297.15,0.0,283.4033372916666,0.0,0.0,0.0
9423630.0,295.7978533603918,294.15,297.15,0.0,283.390004375,0.0,0.0,0.0
9423690.0,295.7940505456981,294.15,297.15,0.0,283.37670979166666,0.0,0.0,0.0
9423750.0,295.79024076111864,294.15,297.15,0.0,283.36346354166665,0.0,0.0,0.0
9423810.0,295.78642404851115,294.15,297.15,0.0,283.350275625,0.0,0.0,0.0
9423870.0,295.78260045679815,294.15,297.15,0.0,283.3371560416666,0.0,0.0,0.0
9423930.0,295.7787700421644,294.15,297.15,0.0,283.32411479166666,0.0,0.0,0.0
9423990.0,295.774932868287,294.15,297.15,0.0,283.311161875,0.0,0.0,0.0
9424050.0,295.7710890065914,294.15,297.15,0.0,283.2983072916666,0.0,0.0,0.0
9424110.0,295.7672385365224,294.15,297.15,0.0,283.28556104166665,0.0,0.0,0.0
9424170.0,295.7633815458172,294.15,297.15,0.0,283.27293312499995,0.0,0.0,0.0
9424230.0,295.7595181307572,294.15,297.15,0.0,283.26043354166666,0.0,0.0,0.0
9424290.0,295.75564839637866,294.15,297.15,0.0,283.24807229166663,0.0,0.0,0.0
9424350.0,295.7517724566123,294.15,297.15,0.0,283.23585937499996,0.0,0.0,0.0
9424410.0,295.74789043527426,294.15,297.15,0.0,283.2238047916666,0.0,0.0,0.0
9424470.0,295.7440024618459,294.15,297.15,0.0,283.21191854166665,0.0,0.0,0.0
9424530.0,295.74010867816435,294.15,297.15,0.0,283.20021062499995,0.0,0.0,0.0
9424590.0,295.73620923310705,294.15,297.15,0.0,283.18869104166663,0.0,0.0,0.0
9424650.0,295.73230428369163,294.15,297.15,0.0,283.17736979166665,0.0,0.0,0.0
9424710.0,295.728393994916,294.15,297.15,0.0,283.166256875,0.0,0.0,0.0
9424770.0,295.7244785399256,294.15,297.15,0.0,283.1553622916666,0.0,0.0,0.0
9424830.0,295.72055806532006,294.15,297.15,0.0,283.1446756423611,0.0,0.0,0.0
9424890.0,295.7166323829414,294.15,297.15,0.0,283.13407984375,0.0,0.0,0.0
9424950.0,295.71270122667795,294.15,297.15,0.0,283.1235525173611,0.0,0.0,0.0
9425010.0,295.7087644489994,294.15,297.15,0.0,283.11309116319444,0.0,0.0,0.0
9425070.0,295.7048220064282,294.15,297.15,0.0,283.10269328124997,0.0,0.0,0.0
9425130.0,295.70087394664887,294.15,297.15,0.0,283.0923563715277,0.0,0.0,0.0
9425190.0,295.6969203958637,294.15,297.15,0.0,283.0820779340278,0.0,0.0,0.0
9425250.0,295.69296154619406,294.15,297.15,0.0,283.07185546874996,0.0,0.0,0.0
9425310.0,295.68899764333355,294.15,297.15,0.0,283.06168647569444,0.0,0.0,0.0
9425370.0,295.68502897501713,294.15,297.15,0.0,283.05156845486107,0.0,0.0,0.0
9425430.0,295.6810558607277,294.15,297.15,0.0,283.04149890624996,0.0,0.0,0.0
9425490.0,295.6770786427277,294.15,297.15,0.0,283.0314753298611,0.0,0.0,0.0
9425550.0,295.67309767833933,294.15,297.15,0.0,283.0214952256944,0.0,0.0,0.0
9425610.0,295.6691133333656,294.15,297.15,0.0,283.01155609374996,0.0,0.0,0.0
