Time,Action,Indoor_Temperature,Ambient_Temperature,Solar_Radiation,Set_Heat_Temperature,Set_Cool_Temperature,Cop,Heat_Pump_Power,Emission_circuit_pump_electrical_power,Electrical_power_heat_pump_evaporator_fan,Occupants,Occupancy_Gain,reaQHeaPumEva_y,Q_Heat_Pump,reaQHeaPumCon_y
31.0,1,21.481391760258077,1.3000000000000114,0.0,21.0,24.0,3.2467965932441265,3205.411321054019,20.498644281163177,510.20408163265313,5,219,-7201.907236103743,10241.83237431765,10407.318557144345
31.041666666666668,1,21.784543417543716,1.5,0.0,21.0,24.0,3.220707646553214,3235.2157618912915,20.498644281163177,510.20408163265313,5,219,-7184.468380675405,10297.413647269326,10419.684142572765
31.083333333333332,1,22.077256319266326,1.6000000000000227,0.0,21.0,24.0,3.1956726050551794,3257.0547952574816,20.498644281163177,510.20408163265313,5,219,-7151.4259870429,10313.766859974452,10408.48078236794
31.125,1,22.344919901608478,1.8999999999999773,0.0,21.0,24.0,3.190770120776946,3283.2003839186455,20.498644281163177,510.20408163265313,5,219,-7192.73730160546,10391.398806530387,10475.937685531011
31.166666666666668,1,22.59705635113255,2.1000000000000227,0.0,21.0,24.0,3.1812613864709136,3304.372467270059,20.498644281163177,510.20408163265313,5,219,-7207.700069311419,10440.613356052196,10512.072536643862
31.208333333333332,1,22.850323724709256,2.3999999999999773,0.0,21.0,24.0,3.1814579705594537,3327.9339879150502,20.498644281163177,510.20408163265313,5,219,-7259.748123497463,10521.199711193272,10587.682111348046
31.25,1,23.09076498357433,2.6000000000000227,0.0,21.0,24.0,3.17556051362954,3347.240237049351,20.498644281163177,510.20408163265313,5,219,-7282.123689283242,10570.274444174946,10629.3639264059
31.291666666666668,1,23.324351293822133,2.8000000000000114,0.0,15.0,30.0,3.171122723945669,3365.759991466726,20.498644281163177,510.20408163265313,5,219,-7307.478000819986,10619.0996306278,10673.237992287317
31.333333333333332,1,23.485285065451308,3.1000000000000227,0.0,15.0,30.0,3.1753766372795806,3386.986523897829,20.498644281163177,510.20408163265313,0,0,-7367.971354809324,10705.211600303675,10754.957878765945
31.375,1,23.705418068541576,3.5,0.0,15.0,30.0,3.187052091754773,3412.1509564541993,20.498644281163177,510.20408163265313,0,0,-7462.551886625924,10822.834502834701,10874.702843150406
31.416666666666668,1,23.93297727892906,3.6999999999999886,0.0,15.0,30.0,3.1840469265624933,3430.0080566817023,20.498644281163177,510.20408163265313,0,0,-7491.298554198263,10873.418781787033,10921.306610961965
31.458333333333332,1,24.18237096851135,3.8999999999999773,0.0,15.0,30.0,3.1812996419629402,3447.4549671667282,20.498644281163177,510.20408163265313,0,0,-7519.9322855671535,10917.204907842532,10967.387252730872
31.5,1,24.478854802256706,4.600000000000023,0.0,15.0,30.0,3.211204408849899,3485.3310399365964,20.498644281163177,510.20408163265313,0,0,-7706.779361788226,11119.585424644038,11192.110401745802
31.541666666666668,1,24.82422164161187,5.300000000000011,0.0,15.0,30.0,3.235923893460203,3526.8821547202697,20.498644281163177,510.20408163265313,0,0,-7885.840079205284,11326.542919882895,11412.722233877725
31.583333333333332,1,25.150371882257787,5.300000000000011,0.0,15.0,30.0,3.2115179439615402,3542.725974047664,20.498644281163177,510.20408163265313,0,0,-7834.802062112421,11311.176726032669,11377.528036192698
31.625,1,25.4497574843532,5.399999999999977,0.0,15.0,30.0,3.196721420423463,3560.133159453493,20.498644281163177,510.20408163265313,0,0,-7820.620770962662,11319.06497659217,11380.75393038484
31.666666666666668,1,25.770595522098006,5.399999999999977,0.0,15.0,30.0,3.1764201369940968,3572.8661235969403,20.498644281163177,510.20408163265313,0,0,-7776.057778250109,11291.607490195596,11348.92390177736
31.708333333333332,1,26.09884816041813,5.5,0.0,15.0,30.0,3.163143734475809,3589.508678770818,20.498644281163177,510.20408163265313,0,0,-7764.6232083200575,11294.188741405193,11354.131887100451
31.75,1,26.273596977516377,5.600000000000023,0.0,15.0,30.0,3.15098555879178,3605.5557130212665,20.498644281163177,510.20408163265313,0,0,-7755.4982701430245,11316.121112956198,11361.05398314921
31.791666666666668,1,26.434241577329544,5.699999999999989,0.0,15.0,30.0,3.143213941596717,3618.849680267578,20.498644281163177,510.20408163265313,0,0,-7755.969087320098,11342.65190762122,11374.818767559873
31.833333333333332,1,26.61849475582642,5.600000000000023,0.0,21.0,24.0,3.1245586277538275,3622.815930341024,20.498644281163177,510.20408163265313,5,219,-7696.8848415077555,11298.02227228603,11319.700771911055
31.875,1,26.878834724832927,5.800000000000011,0.0,21.0,24.0,3.125694076048575,3638.656501524085,20.498644281163177,510.20408163265313,5,219,-7734.67057003064,11339.812789707004,11373.327071589465
31.916666666666668,1,27.087560356292727,5.600000000000023,0.0,21.0,24.0,3.1000553218601734,3638.9287400498124,20.498644281163177,510.20408163265313,5,219,-7641.951666377693,11258.93005344097,11280.880406461356
31.958333333333332,1,27.291511973196748,5.699999999999989,0.0,21.0,24.0,3.095280535753834,3650.472690954565,20.498644281163177,510.20408163265313,5,219,-7648.7643755837635,11273.275836530169,11299.237066612586
32.0,1,27.478646909837494,5.399999999999977,0.0,21.0,24.0,3.065019746350294,3645.6297889060816,20.498644281163177,510.20408163265313,5,219,-7528.29750197772,11161.71355494855,11173.927290879994
32.041666666666664,1,27.65901147108707,5.300000000000011,0.0,21.0,24.0,3.0498053156762865,3647.207574973214,20.498644281163177,510.20408163265313,5,219,-7476.065474471346,11109.755438849514,11123.273049528127
32.083333333333336,1,27.8478213342417,5.699999999999989,0.0,21.0,24.0,3.0659498616325265,3669.7967854817653,20.498644281163177,510.20408163265313,5,219,-7581.616161260067,11221.45794770499,11251.41294666731
32.125,1,28.03647273596573,5.5,0.0,21.0,24.0,3.041981552025829,3669.0971978723683,20.498644281163177,510.20408163265313,5,219,-7492.228790659649,11143.736638160794,11161.325988517407
32.166666666666664,1,28.218815184056098,5.699999999999989,0.0,21.0,24.0,3.0448132255075993,3683.9627510589107,20.498644281163177,510.20408163265313,5,219,-7533.015755662143,11191.182982204147,11216.978506701531
32.208333333333336,1,28.407211911256013,5.899999999999977,0.0,21.0,24.0,3.046316766589444,3699.783016994271,20.498644281163177,510.20408163265313,5,219,-7570.928020394356,11241.514688278694,11270.711037412524
32.25,1,28.600230848818455,6.0,0.0,21.0,24.0,3.0409112856684577,3712.115024365059,20.498644281163177,510.20408163265313,5,219,-7576.097446975755,11261.162247828066,11288.21247129115
32.291666666666664,1,28.795123128500336,5.899999999999977,0.0,21.0,24.0,3.0234504165537803,3715.9007241630843,20.498644281163177,510.20408163265313,5,219,-7518.940868177778,11215.646750684018,11234.841592343371
32.333333333333336,1,28.96252092822317,5.600000000000023,0.0,21.0,24.0,2.995009697380957,3709.8311272969786,20.498644281163177,510.20408163265313,5,219,-7401.149074610096,11101.135610904885,11110.980201900178
